xLink: Extensible Context Management Layer,Pattie Maes,Professor of Media Technology
xLink: Extensible Context Management Layer,Sajid Sadi,Professor of Media Technology
Zero Car,Polychronis Ypodimatopoulos,Research Assistant
Zero Car,Ryan C. C. Chin,Research Assistant
New Generation Hyperstrings,Tod Machover,Muriel R. Cooper Professor of Music and Media
"New Content, Materials, and Environments for the Digital Age",David P. Cavallo,Research Scientist
New Generation Hyperstrings,Tristan Jehan,Muriel R. Cooper Professor of Music and Media
OPEN I/O,Henry Holtzman,Research Affiliate
Online Emotion Recognition,Rosalind W. Picard,Professor of Media Arts and Sciences
NGO2.0,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
NGO2.0,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
Parasitic Mobility for Sensor Networks,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Open Gender Tracker,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Participatory Environmental Sensing for Communities ,Kent Larson,Principal Research Scientist
OpenIR: Data Viewer,Henry Holtzman,Research Affiliate
Open Gender Tracker,J Nathan Matias,Associate Professor of the Practice in Media Arts and Sciences
Parasitic Power Harvesting,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Participatory Environmental Sensing for Communities ,Richard R. Fletcher,Principal Research Scientist
Parasitic Power Harvesting,Mark Feldmeier,Alexander W Dreyfoos (1954) Professor
Passive Wireless Heart-Rate Sensor,Rosalind W. Picard,Professor of Media Arts and Sciences
Peer Appreciation in the Workplace,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Passive Wireless Heart-Rate Sensor,Richard R. Fletcher,Professor of Media Arts and Sciences
Peer Appreciation in the Workplace,J Nathan Matias,Associate Professor of the Practice in Media Arts and Sciences
Operobots: A Robotic Swarm for Artistic Expression,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
Optical Brush: Enabling Deformable Imaging Interfaces,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Operobots: A Robotic Swarm for Artistic Expression,Tod Machover,Associate Professor of Media Arts and Sciences
Optical Brush: Enabling Deformable Imaging Interfaces,Barmak Heshmat Dehkordi,Associate Professor of Media Arts and Sciences
Light Piping Solar Panels,Jean-Baptiste (JB) Labrune,Research Affiliate
Line of Sound,Andrew Lippman,Senior Research Scientist
Line of Sound,Richard D. Borovoy,Senior Research Scientist
Living Observatory: Sensor Networks for Documenting and Experiencing Ecology,Glorianna Davenport,Visiting Scientist
Living Observatory: Sensor Networks for Documenting and Experiencing Ecology,Joseph A. Paradiso,Visiting Scientist
Living Observatory: Sensor Networks for Documenting and Experiencing Ecology,Brian Mayton,Visiting Scientist
Living Observatory: Sensor Networks for Documenting and Experiencing Ecology,Don Derek Haddad,Visiting Scientist
Living Observatory: Sensor Networks for Documenting and Experiencing Ecology,Gershon Dublon,Visiting Scientist
Living Observatory: Sensor Networks for Documenting and Experiencing Ecology,Spencer Russell,Visiting Scientist
Load-Bearing Exoskeleton for Augmentation of Human Running,Hugh Herr,Professor of Media Arts and Sciences
Low-Power Radar for Interactive Environments,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Localization and Sensing Applications in the Pushpin Computing Network,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Location Sharing in Large Indoor Environments,Andrew Lippman,Senior Research Scientist
Low-Power Gesture Input with Wrist-Worn Pressure Sensors,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Location Sharing in Large Indoor Environments,Polychronis Ypodimatopoulos,Senior Research Scientist
Low-Power Gesture Input with Wrist-Worn Pressure Sensors,Artem Dementyev,Alexander W Dreyfoos (1954) Professor
Machine Learning and Pattern Recognition with Multiple Modalities,Rosalind W. Picard,Professor of Media Arts and Sciences
"Low-Power RF Chipsets for Wireless, Embedded Sensing",Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Maestro Myth: Exploring the Impact of Conducting Gestures on Musician's Body and Sounding Result,Tod Machover,Muriel R. Cooper Professor of Music and Media
Maestro Myth: Exploring the Impact of Conducting Gestures on Musician's Body and Sounding Result,Sarah Platte,Muriel R. Cooper Professor of Music and Media
Lux Meter: Real-Time Feedback in Ambient Light Environment,Rosalind W. Picard,Professor of Media Arts and Sciences
Lux Meter: Real-Time Feedback in Ambient Light Environment,Akane Sano,Professor of Media Arts and Sciences
MARCO: Mutual Disambiguation of Recognition Errors in a Multimodal Navigational Agent,Henry A. Lieberman,Visiting Scientist
Mapping the Globe,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Mapping the Globe,Catherine D'Ignazio,Associate Professor of the Practice in Media Arts and Sciences
Mapping the Globe,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
Mapping the Globe,Muhammad Hashmi,Associate Professor of the Practice in Media Arts and Sciences
MDS: Crowdsourcing Human-Robot Interaction: Online Game to Study  Collaborative Human Behavior,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
MDS: Exploring the Dynamics of Human-Robot Collaboration,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
MDS: Exploring the Dynamics of Human-Robot Collaboration,Jin Joo Lee,Associate Professor of Media Arts and Sciences
MDS: Exploring the Dynamics of Human-Robot Collaboration,Nick DePalma,Associate Professor of Media Arts and Sciences
MDS: Exploring the Dynamics of Human-Robot Collaboration,Philipp Robbel,Associate Professor of Media Arts and Sciences
Measuring Arousal During Therapy for Children with Autism and ADHD,Rosalind W. Picard,Professor of Media Arts and Sciences
Measuring Arousal During Therapy for Children with Autism and ADHD,Elliott Hedman,Professor of Media Arts and Sciences
Slow Display,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Slow Display,Nikhil Naik,Associate Professor of Media Arts and Sciences
SpeckleSense,Ramesh Raskar,Associate Professor of Media Arts and Sciences
SpeckleSense,Alex Olwal,Associate Professor of Media Arts and Sciences
SpeckleSense,Nikhil Naik,Associate Professor of Media Arts and Sciences
PsychicVR,Pattie Maes,Professor of Media Technology
SpecTrans: Classification of Transparent Materials and Interactions,Ramesh Raskar,Associate Professor of Media Arts and Sciences
PsychicVR,Daniel Novy,Professor of Media Technology
PsychicVR,Judith Amores Fernandez,Professor of Media Technology
…but not simpler…,Tod Machover,Muriel R. Cooper Professor of Music and Media
Fensadense,Tod Machover,Muriel R. Cooper Professor of Music and Media
SpecTrans: Classification of Transparent Materials and Interactions,Alex Olwal,Associate Professor of Media Arts and Sciences
Death and the Powers: Redefining Opera,Tod Machover,Muriel R. Cooper Professor of Music and Media
Boundaries Drawings,Sepandar Kamvar,Research Assistant
News Graph,Andrew Lippman,Senior Research Scientist
Fensadense,Benjamin Bloomberg,Muriel R. Cooper Professor of Music and Media
Fensadense,Peter A. Torpey,Muriel R. Cooper Professor of Music and Media
SpecTrans: Classification of Transparent Materials and Interactions,Nikhil Naik,Associate Professor of Media Arts and Sciences
Death and the Powers: Redefining Opera,Akito Oshiro van Troyer,Muriel R. Cooper Professor of Music and Media
Death and the Powers: Redefining Opera,Benjamin Bloomberg,Muriel R. Cooper Professor of Music and Media
Death and the Powers: Redefining Opera,Elena Jessop,Muriel R. Cooper Professor of Music and Media
Death and the Powers: Redefining Opera,Peter A. Torpey,Muriel R. Cooper Professor of Music and Media
Death and the Powers: Redefining Opera,Simone Ovsey,Muriel R. Cooper Professor of Music and Media
Boundaries Drawings,Kimberly Smith,Research Assistant
News Graph,Yasmine (Jasmin) Rubinovitz,Senior Research Scientist
Media Scores,Tod Machover,Muriel R. Cooper Professor of Music and Media
SpecTrans: Classification of Transparent Materials and Interactions,Boxin Shi,Associate Professor of Media Arts and Sciences
SpecTrans: Classification of Transparent Materials and Interactions,Shigeo Yoshida,Associate Professor of Media Arts and Sciences
Media Scores,Peter A. Torpey,Muriel R. Cooper Professor of Music and Media
ShapeBlocks,Deb Roy,Associate Professor of Media Arts and Sciences
Improving Sleep-Wake Schedule Using Sleep Behavior Visualization and a Bedtime Alarm,Rosalind W. Picard,Professor of Media Arts and Sciences
ShapeBlocks,Nazmus Saquib,Associate Professor of Media Arts and Sciences
Improving Sleep-Wake Schedule Using Sleep Behavior Visualization and a Bedtime Alarm,Misha Sra,Professor of Media Arts and Sciences
Improving Sleep-Wake Schedule Using Sleep Behavior Visualization and a Bedtime Alarm,Weixuan 'Vincent' Chen,Professor of Media Arts and Sciences
Hyperscore,Tod Machover,Muriel R. Cooper Professor of Music and Media
Friendship Reciprocity and Behavioral Change,Alex 'Sandy' Pentland,Professor of Media Arts and Sciences
Hyperscore,Tristan Jehan,Muriel R. Cooper Professor of Music and Media
Friendship Reciprocity and Behavioral Change,Abdullah M. Almaatouq,Professor of Media Arts and Sciences
PictureXS,Henry Holtzman,Research Affiliate
Personal Video Layers for Privacy,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Personal Video Layers for Privacy,Gershon Dublon,Alexander W Dreyfoos (1954) Professor
PhotoCloud: Personal to Shared Moments with Angled Graphs of Pictures,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Personal Heart-Stress Monitor,Rosalind W. Picard,Professor of Media Arts and Sciences
PokerSpaces: Hiding and Revealing Social Information Online,Judith S. Donath,Research Scientist
PhotoCloud: Personal to Shared Moments with Angled Graphs of Pictures,Nikhil Naik,Associate Professor of Media Arts and Sciences
PhotoCloud: Personal to Shared Moments with Angled Graphs of Pictures,Otkrist Gupta,Associate Professor of Media Arts and Sciences
Place Pulse,Cesar A. Hidalgo,Associate Professor of Media Arts and Sciences
"Precision, Wide-Area Tracking of Small, Passive RF Tags",Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Printed Machines,Joseph M. Jacobson,Associate Professor of Media Arts and Sciences
Prediction Markets: Leveraging Internal Knowledge to Beat Industry Prediction Experts,Alex 'Sandy' Pentland,Professor of Media Arts and Sciences
Programmable Bricks,Mitchel Resnick,LEGO Papert Professor of Learning Research
Prediction Markets: Leveraging Internal Knowledge to Beat Industry Prediction Experts,Dhaval Adjodah,Professor of Media Arts and Sciences
Programmable Bricks,Richard D. Borovoy,LEGO Papert Professor of Learning Research
Measuring Emotional Responses to Music,Tod Machover,Muriel R. Cooper Professor of Music and Media
MetaMaterials,Joseph M. Jacobson,Associate Professor of Media Arts and Sciences
Media Ecosystem Analysis: Lessons from the Boston Marathon Bombings,Deb Roy,Associate Professor of Media Arts and Sciences
Micro-Electro Mechanical Devices (MEMS),Joseph M. Jacobson,Associate Professor of Media Arts and Sciences
Media Matrix,Andrew Lippman,Senior Research Scientist
Miniature Video Projector (Personal Projection),V. Michael Bove,Principal Research Scientist
MetaMaterials,Ike Chuang,Associate Professor of Media Arts and Sciences
Media Ecosystem Analysis: Lessons from the Boston Marathon Bombings,Soroush Vosoughi,Associate Professor of Media Arts and Sciences
Media Matrix,Vivian Diep,Senior Research Scientist
Mobile Health Interventions for Drug Addiction and PTSD,Rosalind W. Picard,Professor of Media Arts and Sciences
Mobile Health Interventions for Drug Addiction and PTSD,Richard R. Fletcher,Professor of Media Arts and Sciences
Modeling Tension and Resolution in Music,Tod Machover,Muriel R. Cooper Professor of Music and Media
Modeling Indian Music,Barry L. Vercoe,Professor Emeritus
Molecular Quantum Computation,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Modular Sound Blocks,Barry L. Vercoe,Professor Emeritus
Mobile Office,Neri Oxman,Associate Professor of Media Arts and Sciences
"Mobile, Wearable Sensor Data Visualization",Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
"Mobile, Wearable Sensor Data Visualization",Brian Mayton,Alexander W Dreyfoos (1954) Professor
"Mobile, Wearable Sensor Data Visualization",Don Derek Haddad,Alexander W Dreyfoos (1954) Professor
"Mobile, Wearable Sensor Data Visualization",Gershon Dublon,Alexander W Dreyfoos (1954) Professor
"Mobile, Wearable Sensor Data Visualization",Spencer Russell,Alexander W Dreyfoos (1954) Professor
Merry Miser,Chris Schmandt,Principal Research Scientist
Mobisensus: Predicting Your Stress/Mood from Mobile Sensor Data,Rosalind W. Picard,Professor of Media Arts and Sciences
Mobisensus: Predicting Your Stress/Mood from Mobile Sensor Data,Akane Sano,Professor of Media Arts and Sciences
"Remote Theatrical Immersion: Extending ""Sleep No More""",Tod Machover,Muriel R. Cooper Professor of Music and Media
"Remote Theatrical Immersion: Extending ""Sleep No More""",Akito Oshiro van Troyer,Muriel R. Cooper Professor of Music and Media
"Remote Theatrical Immersion: Extending ""Sleep No More""",Benjamin Bloomberg,Muriel R. Cooper Professor of Music and Media
"Remote Theatrical Immersion: Extending ""Sleep No More""",Brian Mayton,Muriel R. Cooper Professor of Music and Media
"Remote Theatrical Immersion: Extending ""Sleep No More""",Gershon Dublon,Muriel R. Cooper Professor of Music and Media
"Remote Theatrical Immersion: Extending ""Sleep No More""",Jason Matthew Haas,Muriel R. Cooper Professor of Music and Media
"Remote Theatrical Immersion: Extending ""Sleep No More""",Jie Qi,Muriel R. Cooper Professor of Music and Media
"Remote Theatrical Immersion: Extending ""Sleep No More""",Elena Jessop,Muriel R. Cooper Professor of Music and Media
"Remote Theatrical Immersion: Extending ""Sleep No More""",Peter A. Torpey,Muriel R. Cooper Professor of Music and Media
Printing Multi-Material 3D Microfluidics,Neri Oxman,Associate Professor of Media Arts and Sciences
Printing Multi-Material 3D Microfluidics,Steven Keating,Associate Professor of Media Arts and Sciences
Printing Multi-Material 3D Microfluidics,Will Patrick,Associate Professor of Media Arts and Sciences
Printing Living Materials,Neri Oxman,Associate Professor of Media Arts and Sciences
